source	target	type
179710447	acampando	Undirected
3398157268	acapela	Undirected
90475043	accent	Undirected
104834449	acciones	Undirected
104834449	acciones	Undirected
262882998	acción	Undirected
262882998	acción	Undirected
262882998	acción	Undirected
262882998	acción	Undirected
2762506479	acción	Undirected
3291893753	acción	Undirected
596744986	account	Undirected
2696424289	accurate	Undirected
98934100	acdc	Undirected
1401053760	aceite	Undirected
4547594854	acelerado	Undirected
293134465	acento	Undirected
3095057821	aceptado	Undirected
2835601896	aceptas	Undirected
2835601896	aceptas	Undirected
2912244935	aceptes	Undirected
261028813	acepto	Undirected
1401053760	acercamiento	Undirected
2835601896	acercarte	Undirected
2176418807	aces	Undirected
41001896	acetileno	Undirected
2939078896	achanta	Undirected
369007527	achei	Undirected
3010689082	achinado	Undirected
116894531	achinado	Undirected
3491156477	acho	Undirected
2400495200	acho	Undirected
2400495200	acho	Undirected
2671098944	acho	Undirected
356309419	acho	Undirected
222324280	acho	Undirected
62310019	acho	Undirected
2945963709	acicalarme	Undirected
82649152	acometem	Undirected
282627859	acompañado	Undirected
2192612209	acondicionado	Undirected
207565352	acondicionado	Undirected
40689729	acontecem	Undirected
468660774	acorda	Undirected
1098891031	acorda	Undirected
149273299	acordada	Undirected
226395662	acordada	Undirected
240884419	acordamos	Undirected
708383392992247808	acorde	Undirected
197904088	acordei	Undirected
2337615093	acordeones	Undirected
521647881	acordeón	Undirected
458460568	acorralado	Undirected
368071567	acorrucaditos	Undirected
339173600	acoso	Undirected
1531507358	acostada	Undirected
241210779	acostada	Undirected
422762705	acostado	Undirected
253143199	acostandome	Undirected
202932165	acostarme	Undirected
520845240	acostarme	Undirected
3083197919	acostarme	Undirected
84467509	acostumados	Undirected
2931397085	acostumbrada	Undirected
2723022979	acostumbrada	Undirected
167939656	acostumbrada	Undirected
251855440	acostumbrado	Undirected
4771036516	acostumbrado	Undirected
195227348	acqua	Undirected
372604988	acreditam	Undirected
86461130	acreditam	Undirected
356396662	acreditem	Undirected
266911480	acreditem	Undirected
266911480	acredito	Undirected
353420634	act	Undirected
130399969	act	Undirected
4190958729	actitud	Undirected
103455764	actitud	Undirected
3389996355	actitud	Undirected
136820077	actitud	Undirected
782648119	actitud	Undirected
1689204817	activa	Undirected
3373573601	activa	Undirected
237493026	activación	Undirected
139824862	activistas	Undirected
931025516	activo	Undirected
353420634	activo	Undirected
353420634	activo	Undirected
568512308	activos	Undirected
339715629	acto	Undirected
339715629	acto	Undirected
300913807	actores	Undirected
1075267482	actos	Undirected
140658894	actos	Undirected
35193358	actuación	Undirected
466125194	actuación	Undirected
297001137	actual	Undirected
595882997	actual	Undirected
433578258	actualidad	Undirected
180587337	actualidad	Undirected
2473235165	actualizarlo	Undirected
602506633	actually	Undirected
602506633	actually	Undirected
201456694	acudo	Undirected
1075267482	acuerdo	Undirected
76034062	acuerdo	Undirected
2448747546	acuerdo	Undirected
254277716	acuerdo	Undirected
54714148	acuerdo	Undirected
353408833	acuerdo	Undirected
165971852	acuerdo	Undirected
410861950	acuerdo	Undirected
803674117	acuerdo	Undirected
361504916	acuerdo	Undirected
420799180	acuerdo	Undirected
98934100	acuerdo	Undirected
554009654	acuerdo	Undirected
3398157268	acuerdo	Undirected
386185904	acuerdo	Undirected
386185904	acuerdo	Undirected
1935488797	acuerdos	Undirected
3437135273	acuerdos	Undirected
285296494	acumulada	Undirected
309832058	acumulado	Undirected
151728299	acusaciones	Undirected
339715629	acusado	Undirected
289679934	acustico	Undirected
1470922604	acá	Undirected
840998341	acá	Undirected
232686623	acá	Undirected
320929416	acá	Undirected
2939078896	acá	Undirected
2939078896	acá	Undirected
278852910	acá	Undirected
3373573601	acá	Undirected
167845359	acá	Undirected
337199584	acéptala	Undirected
187390870	acéptalo	Undirected
258429032	acércate	Undirected
1063038325	acércate	Undirected
2750717061	acércate	Undirected
3024152585	adele	Undirected
148828513	ademas	Undirected
4746190275	adestrador	Undirected
917933833	adictivo	Undirected
258429032	adicto	Undirected
259099239	adicto	Undirected
353420634	adidas	Undirected
187656959	adios	Undirected
1218805825	adiós	Undirected
353877891	adklasjdkl	Undirected
353877891	adlaskjdaslk	Undirected
353877891	adlñkasjdñlaskd	Undirected
457117809	admiracion	Undirected
1098891031	admiti	Undirected
172099878	admitirlo	Undirected
454435362	admito	Undirected
444071638	adn	Undirected
468660774	adolescente	Undirected
746462550825517056	adorables	Undirected
454435362	adorno	Undirected
965000018	adoro	Undirected
553909607	adrenalina	Undirected
300876304	adriana	Undirected
230788749	adtr	Undirected
238003029	adulto	Undirected
2915405781	adversidades	Undirected
200468038	advertencia	Undirected
3020185499	adán	Undirected
26353234	aeropuerto	Undirected
3161489278	aesthetic	Undirected
2952312405	afan	Undirected
60200134	afas	Undirected
431155774	afaz	Undirected
200468038	afectada	Undirected
200468038	afectada	Undirected
2590007611	afectado	Undirected
2420033737	afecto	Undirected
253772556	aferres	Undirected
711069288	afliciones	Undirected
384944773	afonica	Undirected
402735075	afortunada	Undirected
840998341	afortunado	Undirected
230788749	afraid	Undirected
352688773	afraid	Undirected
146942129	afrodisiaco	Undirected
271097551	afu	Undirected
1694746945	afuera	Undirected
353420634	afuera	Undirected
3010689082	afull	Undirected
265205363	agarro	Undirected
2674423714	agencia	Undirected
2871178330	aggg	Undirected
1360381442	agh	Undirected
840998341	agnostic	Undirected
20803430	ago	Undirected
38178268	ago	Undirected
2183457530	ago	Undirected
1218805825	agonizando	Undirected
812352440	agora	Undirected
1144152842	agora	Undirected
55997879	agora	Undirected
128742192	agora	Undirected
197904088	agora	Undirected
147373118	agora	Undirected
2696424289	agorinha	Undirected
363831960	agosto	Undirected
238992604	agot	Undirected
187397892	agotado	Undirected
1218805825	agotas	Undirected
2981567788	agpra	Undirected
1664070661	agr	Undirected
69745789	agr	Undirected
622033873	agradable	Undirected
214564845	agradable	Undirected
214564845	agradable	Undirected
214564845	agradable	Undirected
214564845	agradable	Undirected
244343446	agradable	Undirected
396967876	agradable	Undirected
559415987	agradable	Undirected
104834449	agradecida	Undirected
274583629	agredidos	Undirected
274583629	agredieron	Undirected
230352118	agregame	Undirected
898160658	agresiva	Undirected
60119896	agresivo	Undirected
3992741373	agte	Undirected
468660774	agua	Undirected
619294138	agua	Undirected
2247649651	agua	Undirected
165172294	agua	Undirected
434665733	agua	Undirected
1054031496	agua	Undirected
3317881432	agua	Undirected
190765500	agua	Undirected
1270270346	agua	Undirected
740068725475430400	agua	Undirected
740068725475430400	agua	Undirected
740068725475430400	agua	Undirected
740068725475430400	agua	Undirected
740068725475430400	agua	Undirected
266911480	agua	Undirected
55903156	agua	Undirected
55903156	agua	Undirected
2463836414	agua	Undirected
2463836414	agua	Undirected
2463836414	agua	Undirected
2463836414	agua	Undirected
2463836414	agua	Undirected
2463836414	agua	Undirected
2463836414	agua	Undirected
2463836414	agua	Undirected
3020185499	agua	Undirected
225537660	agua	Undirected
2861996363	agua	Undirected
110213982	agua	Undirected
379183908	aguacero	Undirected
379183908	aguacero	Undirected
188885751	aguachica	Undirected
188885751	aguachica	Undirected
188885751	aguachica	Undirected
740068725475430400	aguadeluna1	Undirected
1604174509	aguantarla	Undirected
730856676	aguantarme	Undirected
1470922604	aguante	Undirected
231921150	aguante	Undirected
311678155	aguante	Undirected
2964593841	aguante	Undirected
972503310	aguante	Undirected
162384273	aguante	Undirected
3348425236	aguarde	Undirected
75802035	aguento	Undirected
465666812	aguien	Undirected
190705291	aguilar	Undirected
406515494	aguita	Undirected
2967050109	agujero	Undirected
175292497	agustín	Undirected
440438183	agüita	Undirected
71162335	ahead	Undirected
2525918616	ahh	Undirected
187397892	ahh	Undirected
315918406	ahhh	Undirected
1920381474	ahhh	Undirected
487145742	ahhh	Undirected
102769344	ahhh	Undirected
292589886	ahhhh	Undirected
1920381474	ahhhh	Undirected
1700709246	ahhhhh	Undirected
247794986	ahi	Undirected
2945963709	ahi	Undirected
265205363	ahi	Undirected
265205363	ahi	Undirected
353877891	ahi	Undirected
277055646	ahi	Undirected
737866815175569409	ahi	Undirected
2551735963	ahi	Undirected
353420634	ahi	Undirected
2916320056	ahi	Undirected
3010689082	ahi	Undirected
3010689082	ahi	Undirected
183868707	ahi	Undirected
434665733	ahogada	Undirected
345517723	ahora	Undirected
1218805825	ahora	Undirected
1218805825	ahora	Undirected
737866815175569409	ahora	Undirected
991354440	ahorita	Undirected
444071638	ahorita	Undirected
3029012716	ahorita	Undirected
249471388	ahorita	Undirected
1258176762	ahoritajusto	Undirected
3383281671	ahra	Undirected
2205491551	ahre	Undirected
3631817597	ahuyen	Undirected
3631817597	ahuyen	Undirected
1664070661	ainda	Undirected
2400495200	ainda	Undirected
84467509	ainda	Undirected
2696424289	ainda	Undirected
167636848	ainda	Undirected
54415976	ainda	Undirected
372604988	ainda	Undirected
218965202	ainda	Undirected
3348425236	ainda	Undirected
390127565	air	Undirected
516855794	aire	Undirected
785819604	aire	Undirected
254277716	aire	Undirected
254277716	aire	Undirected
371967082	aire	Undirected
2192612209	aire	Undirected
2192612209	aire	Undirected
2192612209	aire	Undirected
142166235	aire	Undirected
207565352	aire	Undirected
257235716	aire	Undirected
353420634	airmax	Undirected
1205755550	airport	Undirected
97591527	airport	Undirected
367463372	aish	Undirected
286258835	aislacionismo	Undirected
286258835	aislacionismo	Undirected
2789175171	aiññññ	Undirected
1218805825	ajaj	Undirected
465666812	ajajxd	Undirected
2939078896	ajdhskgjsg	Undirected
397571074	ajenas	Undirected
191093378	ajeno	Undirected
807909320	ajj	Undirected
315894096	ajkdljakldjkasjdkljsdksadjk	Undirected
1087627454	ajodfnasdjfasd	Undirected
2389187166	ajuro	Undirected
1246335835	ajá	Undirected
2307434274	aki	Undirected
430271228	akjgsf	Undirected
138162589	akua	Undirected
1075267482	ala	Undirected
736975855	ala	Undirected
486795235	alameda	Undirected
127911406	alape	Undirected
154924080	alaputa	Undirected
220057539	alarma	Undirected
887197122	alas	Undirected
1228929266	alas	Undirected
201011890	albedrío	Undirected
858800774	albertico	Undirected
850180489	alborada	Undirected
850180489	alborada	Undirected
1355067661	alborotada	Undirected
604165772	album	Undirected
86461130	alcance	Undirected
2147895177	alcanzarla	Undirected
103699296	alcanzaste	Undirected
107399407	alcatraz	Undirected
282627859	alcohol	Undirected
2233708496	alcohol	Undirected
2353917539	alcohol	Undirected
3290865046	alcohol	Undirected
332309818	alcohol	Undirected
2996822488	aldeanos	Undirected
1311835567	aldeanos	Undirected
325278688	aldeanos	Undirected
70876546	aleatoriedades	Undirected
2858061076	aleatória	Undirected
1126193143	alegre	Undirected
2588418271	alegria	Undirected
2199823890	alegrias	Undirected
2232981872	alegría	Undirected
558222029	alegría	Undirected
245952481	alegría	Undirected
110742402	alegría	Undirected
128755596	alegría	Undirected
2831323501	alegría	Undirected
1172733126	alegría	Undirected
589614272	alegría	Undirected
941729521	alegría	Undirected
619294138	alegrías	Undirected
729038346467545089	alegrías	Undirected
100205849	alejado	Undirected
2590007611	alejandra	Undirected
440358015	alejandra	Undirected
282627859	alejandro	Undirected
797725368	alejandro	Undirected
2281209522	alejandro	Undirected
201456694	alejarlos	Undirected
201456694	alejarme	Undirected
2975557187	alejarme	Undirected
430271228	alejo	Undirected
1126193143	alejo	Undirected
40990334	alejo	Undirected
1941624355	alejo	Undirected
1941624355	alejo	Undirected
40990334	alejoc25	Undirected
1218805825	alejándote	Undirected
139614384	alemana	Undirected
51840550	alemanes	Undirected
334445202	alergia	Undirected
301187616	alessia	Undirected
214564845	aletosa	Undirected
2192612209	alex	Undirected
2192612209	alex	Undirected
424417383	alex	Undirected
2205491551	alex	Undirected
294419466	alexjara726	Undirected
206473161	alfajores	Undirected
282627859	alfas	Undirected
3307609655	alfonso	Undirected
518927600	alfonso	Undirected
468660774	alguem	Undirected
468660774	alguem	Undirected
282662529	alguien	Undirected
2939078896	alguien	Undirected
76413736	alguien	Undirected
2400495200	algum	Undirected
236382390	alguma	Undirected
174806285	algun	Undirected
178501603	algun	Undirected
1429003548	alguna	Undirected
1713348464	alguno	Undirected
2696424289	alguns	Undirected
3939951317	alguns	Undirected
3198496240	alguns	Undirected
67124560	alguém	Undirected
2400495200	alguém	Undirected
2858061076	alguém	Undirected
84467509	alguém	Undirected
55997879	alguém	Undirected
1098891031	alguém	Undirected
2408079829	algún	Undirected
1564927758	alianza	Undirected
1564927758	alianza	Undirected
85930961	alianza	Undirected
85930961	alianza	Undirected
2696424289	alice	Undirected
2696424289	alice	Undirected
195245230	alienados	Undirected
2463836414	alimento	Undirected
785819604	alimentos	Undirected
2408079829	alimentos	Undirected
2463836414	alimentos	Undirected
26353234	alistado	Undirected
163173416	alive	Undirected
1311835567	alla	Undirected
117292197	alla	Undirected
60119896	alla	Undirected
149273299	allanah	Undirected
151728299	alli	Undirected
90475043	allowed	Undirected
180669821	allup	Undirected
734572871574519809	allup	Undirected
124113068	allup	Undirected
433762102	ally	Undirected
433762102	ally	Undirected
433762102	ally	Undirected
433762102	ally	Undirected
2188096355	alma	Undirected
498593534	alma	Undirected
619294138	alma	Undirected
809618317	alma	Undirected
156104912	alma	Undirected
2835601896	alma	Undirected
254277716	alma	Undirected
1218805825	alma	Undirected
371967082	alma	Undirected
624226506	alma	Undirected
1959714054	alma	Undirected
138162589	alma	Undirected
165511213	alma	Undirected
2933222332	alma	Undirected
2933222332	alma	Undirected
1232362165	alma	Undirected
588730281	alma	Undirected
1403892384	alma	Undirected
217515114	alma	Undirected
83723930	alma	Undirected
197468290	alma	Undirected
279281167	alma	Undirected
206783251	alma	Undirected
416475006	alma	Undirected
299912669	alma	Undirected
459448975	alma	Undirected
290744311	alma	Undirected
196868957	alma	Undirected
1339198802	alma	Undirected
2450663569	alma	Undirected
721099368573636608	alma	Undirected
2249400512	alma	Undirected
97505976	alma	Undirected
592095598	alma	Undirected
135923975	almada	Undirected
1098227526	almas	Undirected
163180536	almas	Undirected
553791935	almas	Undirected
2756042947	almendros	Undirected
153222812	almendros	Undirected
353408833	almohadas	Undirected
28923883	almohadas	Undirected
333499339	alo	Undirected
138162589	aloha	Undirected
333102982	alone	Undirected
333102982	alone	Undirected
2197890429	alone	Undirected
239527486	along	Undirected
596744986	already	Undirected
2276203030	already	Undirected
194811402	alrededor	Undirected
1220167735	alrededor	Undirected
705061767106396160	alrededor	Undirected
90475043	also	Undirected
42118566	also	Undirected
3161489278	also	Undirected
3161489278	also	Undirected
238992604	also	Undirected
729285654736162816	alta	Undirected
104016946	alta	Undirected
2463836414	altagracia	Undirected
46419865	altar	Undirected
948086024	altas	Undirected
2267308529	altera	Undirected
345517723	alternativa	Undirected
3362845965	althaus	Undirected
1253203170	altinho	Undirected
1470922604	alto	Undirected
604165772	alto	Undirected
140115668	alto	Undirected
56023650	alto	Undirected
1604174509	alto	Undirected
730856676	alto	Undirected
2199823890	alto	Undirected
152127144	alto	Undirected
2463836414	alto	Undirected
3020185499	alto	Undirected
185459696	altos	Undirected
1218805825	altos	Undirected
4775584120	altos	Undirected
167147224	alturas	Undirected
201515412	aluminio	Undirected
458460568	alumnos	Undirected
1663465602	alvarez	Undirected
700803421394354176	alvarito	Undirected
4594875691	alvaro	Undirected
441214660	alvaro	Undirected
2165997138	always	Undirected
254713363	always	Undirected
1164535572	always	Undirected
1164535572	always	Undirected
62999153	always	Undirected
321048493	always	Undirected
2939078896	alzao	Undirected
2840847243	alzate	Undirected
2294734330	aléjate	Undirected
729285654736162816	além	Undirected
1253203170	além	Undirected
110842397	além	Undirected
231089160	alérgica	Undirected
2199960344	alérgica	Undirected
84467509	alô	Undirected
480062174	ama	Undirected
201515412	amabas	Undirected
96898947	amabas	Undirected
2933222332	amable	Undirected
518927600	amado	Undirected
1698167359	amado	Undirected
624226506	aman	Undirected
561525268	amanda	Undirected
4768568956	amando	Undirected
1311835567	amanecer	Undirected
577362870	amanecer	Undirected
2215965895	amanecer	Undirected
387202749	amanecer	Undirected
2916320056	amanecer	Undirected
2916320056	amanecer	Undirected
1650565824	amanecer	Undirected
468660774	amanha	Undirected
2541365504	amanheço	Undirected
182449794	amanhã	Undirected
182449794	amanhã	Undirected
356396662	amanhã	Undirected
584353966	amanhã	Undirected
128072167	amanhã	Undirected
356309419	amanhã	Undirected
306826292	amanhã	Undirected
308664457	amante	Undirected
201515412	amante	Undirected
328043220	amante	Undirected
176959471	amante	Undirected
406504287	amare	Undirected
1604174509	amare	Undirected
361504916	amargada	Undirected
240788996	amargarse	Undirected
277562069	amargo	Undirected
3234855309	amargos	Undirected
548709311	amargura	Undirected
141373547	amarillo	Undirected
141373547	amarillo	Undirected
141373547	amarillo	Undirected
568397579	amarme	Undirected
2393164219	amarte	Undirected
603851057	amarte	Undirected
318810740	amarte	Undirected
318810740	amarte	Undirected
318810740	amarte	Undirected
1218805825	amarte	Undirected
954048254	amarte	Undirected
279251343	amarte	Undirected
3210921105	amarte	Undirected
221913337	amarte	Undirected
713335820	amaré	Undirected
130277503	amarías	Undirected
2835601896	amas	Undirected
2788427104	amas	Undirected
223412761	amas	Undirected
220090377	amas	Undirected
2910233727	amazing	Undirected
378340525	amazing	Undirected
247499107	amazing	Undirected
3226556813	amazing	Undirected
448504136	amazonia	Undirected
3348425236	amazônia	Undirected
166768987	amañas	Undirected
81766281	ambato	Undirected
1075267482	ambición	Undirected
2967172923	ambiental	Undirected
2242791341	ambiente	Undirected
1029839803	ambiente	Undirected
1029839803	ambiente	Undirected
894621938	ambiente	Undirected
388012768	ambiente	Undirected
183406792	ambiente	Undirected
162167203	ambientes	Undirected
156766479	ame	Undirected
119942322	ame	Undirected
354474291	ame	Undirected
2400495200	amei	Undirected
126714093	amei	Undirected
454435362	amen	Undirected
377598815	amen	Undirected
3081104615	amen	Undirected
1359473144	amen	Undirected
1359473144	amen	Undirected
1359473144	amen	Undirected
1359473144	amen	Undirected
721099368573636608	amen	Undirected
2463836414	amenazar	Undirected
42118566	america	Undirected
1663465602	america	Undirected
1587302012	american	Undirected
565852566	americano	Undirected
89618875	americanos	Undirected
3362845965	amerita	Undirected
176184071	amig	Undirected
278557970	amiga	Undirected
2393164219	amiga	Undirected
78651416	amiga	Undirected
2263441086	amiga	Undirected
385602345	amiga	Undirected
349981520	amiga	Undirected
219432146	amiga	Undirected
3507293061	amiga	Undirected
577362870	amiga	Undirected
3404774584	amiga	Undirected
1373263992	amiga	Undirected
1604174509	amiga	Undirected
568397579	amiga	Undirected
3389996355	amiga	Undirected
2895148132	amiga	Undirected
805876344	amiga	Undirected
211715483	amiga	Undirected
69745789	amiga	Undirected
249410611	amiga	Undirected
249410611	amiga	Undirected
13522012	amiga	Undirected
1470922604	amigas	Undirected
729285654736162816	amigas	Undirected
729285654736162816	amigas	Undirected
727707357564768257	amigas	Undirected
167626218	amigas	Undirected
1928572999	amigas	Undirected
190395992	amigas	Undirected
119942322	amigas	Undirected
151561586	amigas	Undirected
355584864	amigas	Undirected
134128768	amigas	Undirected
1925278825	amigas	Undirected
331365183	amigas	Undirected
327627684	amigas	Undirected
466125194	amigas	Undirected
466125194	amigas	Undirected
61305733	amigas	Undirected
253575561	amigas	Undirected
13522012	amigas	Undirected
485318232	amigas	Undirected
97917118	amigas	Undirected
2823872032	amigas	Undirected
1020341034	amigita	Undirected
379183908	amigo	Undirected
2996822488	amigo	Undirected
965284226	amigo	Undirected
746462550825517056	amigo	Undirected
1700709246	amigo	Undirected
288076653	amigo	Undirected
273795323	amigo	Undirected
326599737	amigo	Undirected
396117650	amigo	Undirected
750130885	amigo	Undirected
624226506	amigo	Undirected
1694746945	amigo	Undirected
296406499	amigo	Undirected
1896220057	amigo	Undirected
1478536394	amigo	Undirected
2573153074	amigo	Undirected
702983386198110209	amigo	Undirected
415128374	amigo	Undirected
41001896	amigo	Undirected
2967050109	amigo	Undirected
1491585847	amigo	Undirected
2278275353	amigo	Undirected
940176085	amigo	Undirected
454170098	amigo	Undirected
730856676	amigo	Undirected
85930961	amigo	Undirected
458460568	amigo	Undirected
300876304	amigo	Undirected
186554839	amigo	Undirected
2443145500	amigo	Undirected
279207709	amigo	Undirected
297195168	amigo	Undirected
152873712	amigo	Undirected
201456694	amigos	Undirected
1029839803	amigos	Undirected
15284940	amigos	Undirected
381062003	amigos	Undirected
840998341	amigos	Undirected
2192612209	amigos	Undirected
2192612209	amigos	Undirected
558223544	amigos	Undirected
287729845	amigos	Undirected
167626218	amigos	Undirected
258429032	amigos	Undirected
353877891	amigos	Undirected
560440203	amigos	Undirected
589400552	amigos	Undirected
589400552	amigos	Undirected
219432146	amigos	Undirected
148912523	amigos	Undirected
1696906302	amigos	Undirected
241362525	amigos	Undirected
95291224	amigos	Undirected
2872093200	amigos	Undirected
2933222332	amigos	Undirected
2949217277	amigos	Undirected
98934100	amigos	Undirected
739585662	amigos	Undirected
223211781	amigos	Undirected
2912244935	amigos	Undirected
2310335604	amigos	Undirected
589757252	amigos	Undirected
746556693824307200	amigos	Undirected
288966869	amigos	Undirected
288966869	amigos	Undirected
288966869	amigos	Undirected
2939078896	amigos	Undirected
554902897	amigos	Undirected
3011821726	amigos	Undirected
553791935	amigos	Undirected
2877085457	amigos	Undirected
327752186	amigos	Undirected
327752186	amigos	Undirected
327752186	amigos	Undirected
729038346467545089	amigos	Undirected
3735136395	amigos	Undirected
3398157268	amigos	Undirected
144556939	amigos	Undirected
1385375114	amigos	Undirected
18175617	amigos	Undirected
146942129	amigos	Undirected
2473390742	amigos	Undirected
244343446	amigos	Undirected
386185904	amigos	Undirected
2463836414	amigos	Undirected
2443145500	amigos	Undirected
605013467	amigos	Undirected
605013467	amigos	Undirected
18729466	amigos	Undirected
139824862	amigos	Undirected
2163769756	amiguis	Undirected
3290865046	amiguita	Undirected
2232981872	amiguitas	Undirected
386185904	amiguitos	Undirected
4374118517	amiguitos	Undirected
148828513	amis	Undirected
2835601896	amistad	Undirected
2835601896	amistad	Undirected
465118522	amistad	Undirected
2699454141	amistad	Undirected
120828987	amistad	Undirected
369758788	amistad	Undirected
288966869	amistad	Undirected
730856676	amistad	Undirected
24041958	amistad	Undirected
287370902	amistad	Undirected
2723022979	amistad	Undirected
1639198562	amistad	Undirected
745386803167789058	amistad	Undirected
112163686	amistad	Undirected
265205363	amistades	Undirected
193985565	amistades	Undirected
554009654	amistosos	Undirected
2984853747	amix	Undirected
135633854	amix	Undirected
135633854	amix	Undirected
2608347727	amnesia	Undirected
458460568	amnistía	Undirected
2835601896	amo	Undirected
178501569	amo	Undirected
3132059860	amo	Undirected
994096224	amo	Undirected
537545354	amo	Undirected
1491585847	amo	Undirected
2429141982	amo	Undirected
2388133417	amo	Undirected
101379290	amo	Undirected
344525527	amo	Undirected
344525527	amo	Undirected
1629017545	amo	Undirected
1629017545	amo	Undirected
3232402179	amoo	Undirected
2188096355	amor	Undirected
430271228	amor	Undirected
3031756792	amor	Undirected
4808228301	amor	Undirected
2996822488	amor	Undirected
2593776893	amor	Undirected
2393164219	amor	Undirected
2393164219	amor	Undirected
308664457	amor	Undirected
299948516	amor	Undirected
1894169083	amor	Undirected
78651416	amor	Undirected
318810740	amor	Undirected
156104912	amor	Undirected
1311835567	amor	Undirected
247869676	amor	Undirected
76034062	amor	Undirected
706565063	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
2835601896	amor	Undirected
586534440	amor	Undirected
1218805825	amor	Undirected
165172294	amor	Undirected
2192612209	amor	Undirected
385523410	amor	Undirected
95834874	amor	Undirected
376491191	amor	Undirected
376491191	amor	Undirected
1563569179	amor	Undirected
258429032	amor	Undirected
258429032	amor	Undirected
366400322	amor	Undirected
322203077	amor	Undirected
322203077	amor	Undirected
898160658	amor	Undirected
48911508	amor	Undirected
165971852	amor	Undirected
396117650	amor	Undirected
409274122	amor	Undirected
409274122	amor	Undirected
2952312405	amor	Undirected
2267308529	amor	Undirected
1002874176	amor	Undirected
358456472	amor	Undirected
624226506	amor	Undirected
518132407	amor	Undirected
138162589	amor	Undirected
138162589	amor	Undirected
3130079939	amor	Undirected
3130079939	amor	Undirected
1694746945	amor	Undirected
1694746945	amor	Undirected
939934207	amor	Undirected
939934207	amor	Undirected
30795592	amor	Undirected
1493216839	amor	Undirected
1027354242	amor	Undirected
232458213	amor	Undirected
46372786	amor	Undirected
156806312	amor	Undirected
433762102	amor	Undirected
433762102	amor	Undirected
289679934	amor	Undirected
307053699	amor	Undirected
194285073	amor	Undirected
2671098944	amor	Undirected
2671098944	amor	Undirected
2671098944	amor	Undirected
3076843471	amor	Undirected
1614060590	amor	Undirected
149915311	amor	Undirected
2933222332	amor	Undirected
307336961	amor	Undirected
307336961	amor	Undirected
434665733	amor	Undirected
434665733	amor	Undirected
41001896	amor	Undirected
26784897	amor	Undirected
2541365504	amor	Undirected
3346943735	amor	Undirected
245952481	amor	Undirected
2458842565	amor	Undirected
2420033737	amor	Undirected
435236923	amor	Undirected
2324616624	amor	Undirected
2840847243	amor	Undirected
2840847243	amor	Undirected
2840847243	amor	Undirected
293247520	amor	Undirected
225945264	amor	Undirected
369758788	amor	Undirected
1573263488	amor	Undirected
322078611	amor	Undirected
217606892	amor	Undirected
543998546	amor	Undirected
543998546	amor	Undirected
391602042	amor	Undirected
3797275876	amor	Undirected
349929041	amor	Undirected
3290865046	amor	Undirected
3290865046	amor	Undirected
55997879	amor	Undirected
325871252	amor	Undirected
325871252	amor	Undirected
325871252	amor	Undirected
746556693824307200	amor	Undirected
746556693824307200	amor	Undirected
2939078896	amor	Undirected
1900454335	amor	Undirected
2750717061	amor	Undirected
552263809	amor	Undirected
1384120724	amor	Undirected
175845657	amor	Undirected
115995214	amor	Undirected
466924002	amor	Undirected
3000437689	amor	Undirected
3000437689	amor	Undirected
3000437689	amor	Undirected
354459765	amor	Undirected
509791174	amor	Undirected
190705291	amor	Undirected
355584864	amor	Undirected
906513870	amor	Undirected
553791935	amor	Undirected
160612705	amor	Undirected
76413736	amor	Undirected
106180270	amor	Undirected
2521149697	amor	Undirected
326399987	amor	Undirected
2428114045	amor	Undirected
2428114045	amor	Undirected
3373573601	amor	Undirected
327752186	amor	Undirected
511950612	amor	Undirected
511950612	amor	Undirected
118107251	amor	Undirected
118107251	amor	Undirected
118107251	amor	Undirected
729038346467545089	amor	Undirected
371007333	amor	Undirected
2723022979	amor	Undirected
212781126	amor	Undirected
227063269	amor	Undirected
3398157268	amor	Undirected
281771120	amor	Undirected
152127144	amor	Undirected
1385375114	amor	Undirected
553909607	amor	Undirected
263465864	amor	Undirected
193918972	amor	Undirected
3508787326	amor	Undirected
231528757	amor	Undirected
1348221673	amor	Undirected
371895164	amor	Undirected
81788448	amor	Undirected
3242791859	amor	Undirected
329742856	amor	Undirected
131858703	amor	Undirected
131858703	amor	Undirected
466125194	amor	Undirected
275340013	amor	Undirected
438478720	amor	Undirected
2329472066	amor	Undirected
2183457530	amor	Undirected
307500542	amor	Undirected
370398487	amor	Undirected
1335212304	amor	Undirected
295262744	amor	Undirected
160018980	amor	Undirected
161064030	amor	Undirected
305919063	amor	Undirected
305919063	amor	Undirected
305919063	amor	Undirected
965000018	amor	Undirected
71123010	amor	Undirected
71123010	amor	Undirected
1020341034	amor	Undirected
3981864015	amor	Undirected
281328786	amor	Undirected
281328786	amor	Undirected
721099368573636608	amor	Undirected
335671327	amor	Undirected
2249400512	amor	Undirected
1525994816	amor	Undirected
96898947	amor	Undirected
194254517	amor	Undirected
564100217	amor	Undirected
