index,Follower,Target
16144197,2819666,9142332
50489281,48544,3224656
80516929,5798779,8079
53064255,154301,22488
12947635,388082,5980
35835726,864563,8762945
67269914,1682654,3277
16423661,1132246,674977
84802166,8277357,6524442
32348726,53983,1293557
40175871,56382,1287894
29227971,54006,287948
63437309,1239029,16147
70642021,2346752,379857
31188825,47371,401413
47707114,72169,982766
54830737,260504,65187
38534165,195362,604545
42186519,16013,2060251
11207172,762,9721017
41336530,267289,1291486
47301045,933941,1506621
62110350,1067711,858271
85223631,8657634,8657299
60119363,760733,187894
15754300,25659,3621612
76612224,4179974,4018
82089813,6630978,119478
47597359,128627,97858
56848045,444327,671997
11731777,1122227,8762941
59784411,721036,3493
60731961,915497,107038
30996766,5497885,7142284
60608402,901523,61844
22431360,1762064,3590573
7167205,754645,8765294
56900052,445089,2426921
28041921,16201,5891397
10617237,1111349,8766522
58878216,629901,69554
40243288,194943,1567106
77793001,4455308,4122807
74998941,3473374,55567
34653357,842866,1587846
65783816,1506299,47371
80449310,5759391,5759278
23896648,5573861,5981800
71787583,2684752,691327
3930794,1146781,223531
53089805,155844,1349110
79484372,5299467,1349110
61661047,1015942,16242
25510169,262890,1433286
17132866,23234,1215739
79061590,4989378,2311
16546211,48221,2238956
16987995,43558,932450
71042193,2461158,16201
74279518,3349297,11749
34036282,2172938,8766445
53791497,214188,697683
20209441,176876,1019283
47314227,201587,5476479
50649746,54328,947916
26516418,18732,293600
45316180,16325,8577687
29098833,47205,5459464
28754027,1693,5698229
42558054,219293,56438
4725681,1591766,72509
35504460,7315593,3309452
67807547,1780904,2810704
43001367,3487,8412319
38335471,298509,9908925
20937194,518296,10386557
74745528,3393379,33975
77775404,4449311,3321024
64795014,1420226,206159
25086624,71386,3087641
20426768,27040,10358784
18707992,516476,13466
70232096,2263764,235795
3059275,1283490,96803
5173010,386015,1278725
79944429,5498520,294603
48608629,6613,16890
81820438,6575901,4105815
56206436,406368,195998
44736591,195167,1510117
7647014,1120452,1242875
67034533,1639844,1125368
73538026,3146469,3487
58999773,639474,534
11254590,117730,9727782
41956131,604773,1279764
30245797,7075739,1556924
17980335,1633407,3092270
67021231,1636863,98209
68930390,1947842,1436848
61959836,1050622,478854
41210422,676115,7634113
19274321,1011496,1806501
83295710,7215684,294603
50873888,56074,655298
5771116,510731,214722
59818202,724180,219703
1031426,402529,3411
85300217,8731825,4573533
40480404,37562,558167
18123520,2614302,4795612
32517410,6491,7388942
12873807,887501,3137023
36215834,500340,8764579
9471819,692811,646796
63425369,1237789,421933
83843609,7572377,2784164
63021360,1200462,1064703
64277397,1335662,202195
3481140,146253,1228067
31844053,2109994,1332812
74525833,3382288,47164
83808260,7543834,2308127
53414897,195469,3392418
76149678,4016775,4014648
43736899,3402,928694
17470586,4302266,1928727
29925022,89068,6531141
55063839,268075,55018
27328697,16242,55466
65880704,1508239,3487
35309143,452488,60691
16082075,616620,19004
64423941,1353824,444138
58320386,615068,195362
35899130,504550,8763265
26500388,1292672,9024
66028567,1511614,45785
7349872,2241105,8762949
81180445,6264909,5994113
52484951,117839,4197610
53863533,216805,52262
16262892,509344,8764432
82235907,6691335,16201
68663711,1891188,16242
63424930,1237719,3402
21490792,2295618,31863
52735423,130945,145125
76297480,4083928,2778492
1303036,187303,81702
4769835,877029,9241577
28809539,792985,5805738
78115431,4599594,3821398
67555138,1737627,1171734
5060563,1141825,8926087
58609786,621277,206738
20060313,1293440,569100
1173194,606230,8766501
44631438,681859,269506
71008895,2455772,58200
71748196,2671914,411566
15036818,507180,427258
24621641,212830,1373748
79680468,5402113,715610
26165950,44057,1161700
62016999,1057226,216829
78039612,4559616,263108
39198709,270284,4390984
65157575,1458469,46115
45392444,25442,213121
12668018,499226,8809781
58353129,617610,46115
28512717,206738,3899783
37443664,4404319,48209
57833356,565260,864430
56234188,407759,195362
76106747,4000358,131882
84843060,8311592,96328
3479381,124865,8762946
61811493,1031868,132335
80778464,5932065,5914783
1470739,723979,8764578
37315417,5044907,2050155
76352030,4106257,16273
71007557,2455435,72169
11816131,694163,8778451
79873951,5478658,285421
84339366,7905407,7900486
64447793,1355849,228263
78234452,4635249,4631469
65494443,1499420,251580
1197127,480540,8777526
10413582,110341,1958160
20699375,2939195,3094813
12575100,496708,3215408
66454172,1547689,229328
3016374,60900,289807
57791201,562037,2662562
22757827,4004762,9269705
48754500,9103,619096
24019905,2904705,3062269
84170296,7775043,7773963
45353013,287875,2764131
55238205,276080,406570
14953070,23614,3931971
22958634,507029,4120082
63810284,1293376,622760
49321374,17629,2273962
55934519,386025,89068
42384474,432678,1150236
14708459,3903775,946200
70529969,2324919,91742
77400035,4373571,1020167
62248345,1085923,1085782
42526464,219293,1284125
79181715,5057614,18154
6527602,152240,1928994
26727536,396038,1852565
3885472,482588,8839013
80479657,5775023,3493
10012339,693397,9641241
424780,207166,8797237
2580322,51985,9057912
30989093,7724,1365502
53298798,193452,193431
56909168,445203,72439
36678827,6905356,550226
66793875,1589860,196241
14523252,216980,3592790
77923521,4504906,44057
64486496,1360720,1153739
22282372,33975,5733519
34084534,476778,8765665
47032951,48042,4627002
47568095,128627,1741318
84445053,7977178,7962570
14029814,558085,79527
48419882,3453,48221
66324371,1530259,2091754
24365530,3277,443197
27797206,1705124,2661526
28434689,32405,1167715
69825882,2150373,212830
22513077,143497,2248680
22372462,1467068,2390951
70519076,2323159,946705
75775844,3849268,7496
6010613,22416,2098797
5447625,412277,1462005
18063573,1178878,226126
75281099,3566419,3487
81148758,6235617,5994113
32705731,443746,406712
51600183,78919,13631
50913364,56376,121193
46504684,2428660,4078525
46189942,195923,1484619
20277742,4289712,6744086
22775434,3919680,10218318
9971610,29143,676519
18568873,2940047,1488167
45616649,13952,621049
34633050,482912,2206756
24993835,45785,3067953
41417280,37508,3426085
78150512,4620185,1349110
78406546,4699859,655687
2753169,1174546,8927601
1057201,563415,2963088
21010339,230447,1293391
2817752,489905,3428287
84284554,7865133,7864891
3076916,1286580,9099133
45841109,119446,36293
60982402,935214,37562
17518333,2943995,688136
5467953,851026,8768755
29262496,54006,1500965
60965160,935004,72413
84343095,7908857,1753610
54361393,234645,18732
41651551,71823,1440380
28362002,35281,1525187
31538492,97496,253850
59357438,666568,666543
41770490,8528,1955240
42685348,4018,6752172
63123545,1209359,1510802
72291907,2845840,5988442
23430715,188622,61996
12778795,877788,606293
72142631,2803142,194582
3123703,862969,8762954
37433600,3087621,16103
45150515,58200,8351396
74486371,3378871,72169
23209700,2156323,5822493
9306127,1831370,9587072
42809007,55567,3932608
7437118,2252014,8764424
18501656,1873275,8937370
26405437,1424,2340700
33936278,166272,2337746
73830545,3234903,3393484
77550783,4409939,433171
77319757,4330138,4330022
32874811,72280,1063064
83107553,7101810,4989225
27385421,1552947,1044653
14110823,884438,119055
69133923,1980529,16835
85057536,8499995,6623784
78139673,4613834,3821398
1273325,634600,2597
31448861,196241,120132
63552387,1279897,267705
46161805,11749,4499302
20239416,5358574,5358581
60165454,779088,860826
15862327,1162333,1452073
77282409,4314409,94160
22430867,1252868,2886703
16502327,4061279,4123072
7653241,129379,3166361
20635613,2936848,1835455
47339699,268317,214675
79640688,5382520,2941074
55082892,268470,240398
37261325,1288328,10998297
17857266,4709113,8765338
57993302,585119,97173
45901303,3583156,9080523
73145851,3071074,2314913
1193590,361489,8781617
4187476,1519935,2964371
33843987,148429,17892
11538968,3035935,15277
9157630,481297,209969
27185207,1450,6776473
52130467,98030,152940
21170342,4893164,5560679
73919109,3258696,23197
63380237,1232145,1505933
9314605,397876,2201584
48687646,7846,6688
34131708,150640,1985536
22122159,5620240,2541
1059927,563566,2383965
81458706,6515817,56382
44755947,195167,621786
82655940,6825529,503501
10854138,593781,2872108
31672919,12469,7167625
56348394,417577,408665
12296423,2851961,9807080
27380088,3177794,8843452
12288071,481916,4675233
19889069,3637250,1724465
42025922,65187,3086864
80401212,5738047,4018
75087175,3496971,56003
74808811,3407728,54889
57142218,456361,55021
34689151,1823456,8765651
58627686,621627,618671
81586730,6534059,80223
27467758,16031,1007961
7654362,129379,7197
54865576,262597,429194
83767979,7511179,2112156
73627749,3171618,15096
68844179,1929188,3364
26032396,133331,1097701
57251403,483962,843160
67457978,1712260,85528
51193137,65098,4197403
45471775,25442,7098731
20577097,3644225,5355905
53439244,195662,2323
39240812,33970,2807593
77071155,4229395,217659
30639479,2340,1379252
5189773,377635,3117288
33898566,2645314,3065592
6616390,2077652,116166
33944687,8218147,7930
30857345,135507,10284047
29597043,3417,1498637
44629313,681859,3283276
44352002,216481,8142790
79765024,5448436,5421029
37569916,1009970,9005771
74627408,3386894,1035438
26169118,44057,4492631
46848786,629737,746733
16085305,4237185,8765342
7527894,81549,8777247
5040095,149824,41430
39493227,37576,5335937
58902077,630300,432929
25555488,429245,195136
23201064,376953,243132
2022380,993327,8122951
73086518,3061794,5202
43593155,71968,2050035
43456090,118242,1852486
15119851,109015,9075810
30819072,3441,4966815
28654151,1693,5389822
67274225,1682832,53468
58054703,592584,485075
74486448,3378885,1202400
69018617,1957151,619395
11039503,91696,2903198
31128995,2871744,56205
57177386,460231,6623784
4785570,505157,194951
51502523,72440,619605
44598310,1381805,8562218
28388443,32405,2237753
9145982,44866,8764421
56628839,433432,32405
69862777,2162324,599191
34282874,152159,174968
75396675,3594603,6706356
11916671,1635124,9780401
60515109,891431,1222404
61084246,946911,3998804
45873328,4001505,1682564
63642177,1288617,604823
41156024,429311,1031826
25602663,953063,2307947
46520407,46345,154573
8817949,456266,1761684
13103568,2971156,9863389
34555515,2746961,10882208
4495163,86854,86998
74878660,3429516,4664830
25536246,432903,654011
72684814,2954119,1171734
44852767,7062714,4124111
21128902,3120975,9680751
54003078,218130,218124
9582201,393345,3298519
22983956,508398,190589
84823030,8295107,267335
18270088,881611,10219102
82369585,6728334,82831
27814753,48234,1482833
77803210,4459184,2311
8934289,12765,787839
4475103,789001,5979597
84151745,7758869,2134773
33006169,459209,4138248
38492968,2779090,2902476
68679678,1894209,449047
29713420,53881,2333467
23959218,5986732,5986751
48955425,12482,115412
35607158,492916,3321325
31203736,47371,5516500
39605410,654945,4179926
39185409,270284,217358
72265768,2836837,2836834
84034503,7676374,8001546
79872426,5478561,228263
18019994,4787732,9718877
85170509,8606840,287875
19695374,1715969,8797059
29603819,3417,1778565
37044391,2713964,11024037
41076839,47162,10787674
52610290,121982,49908
17111244,1424142,108457
6908437,2121882,594574
17825173,1683441,8765488
34382000,5284305,8814672
445879,214425,5611678
68124577,1845656,2340690
52378175,112487,5994113
71123578,2475770,96328
51370459,71226,896540
32047287,7744,3066006
36698437,5981,1379415
60817767,928519,23539
9351609,487556,585607
34178520,2714988,5259215
58377786,618555,53213
76050792,3977690,2694018
23160370,2941156,8763472
23468528,1758760,10536241
63639003,1288560,12486
52149358,99129,74279
76261437,4070672,3922324
58276115,611265,1877973
14924868,3641116,8764428
71262336,2517210,141714
12736910,1131713,8762941
22221148,3450389,3461858
20920313,5418497,102408
7682358,62815,8398477
66811381,1591134,11749
28392553,32405,601339
2377309,70857,98375
4204175,489165,8790517
12998015,2051680,1711470
31145218,1848423,3372555
83627403,7402309,15322
76371364,4106698,91802
39030018,232153,3900947
39046893,387517,3110736
82065993,6628131,46115
62966993,1193700,4753480
12534840,72709,9822956
17068263,4533995,17892
51820455,89353,3487
62240099,1084665,400396
26005417,619605,2225
69110305,1975656,667925
43356501,1735850,243890
70986368,2450278,3402
28662630,1693,1378932
25807084,409,6526017
12337715,100061,1090673
76927797,4197049,748198
56038888,396491,395877
57092937,453343,256003
704620,22139,125893
74191105,3332589,429194
33522744,1060720,10838937
62350991,1099223,51985
36488862,503356,8818066
56792044,443677,1443003
55537938,294168,6769617
20210877,5355650,4166302
83644670,7413981,138772
7119220,245417,23581
83754831,7500475,288576
14316315,5002,96735
81478999,6522914,1743887
75520454,3661222,7496
40473034,37562,2044997
64907143,1437302,194582
71702416,2662054,621111
71512475,2616235,781322
54949367,265181,547132
81863814,6585479,296056
4295651,175771,1844365
76349589,4106212,1070436
39823317,55021,8303270
83930017,7638295,8000051
69899423,2170856,118422
24311989,154292,6523532
33169053,1069444,1648055
62361074,1101911,39146
12038013,117784,4665618
38318843,97010,3391136
26480769,397157,1509345
28310685,535483,47796
18800956,226967,585405
23522639,4119541,8767182
8263678,704849,191365
12119143,22316,8822798
72030495,2771025,447791
36091404,498765,5906579
83159689,7126799,1167329
36088722,288576,17892
21465488,4896290,4025083
27999416,16201,216826
40470952,37562,4192456
71389699,2561054,68961
78137368,4612436,3821398
6697071,161899,9394073
16879006,2915559,7831973
78115822,4599841,1349110
9254172,2601080,7695065
7559157,148931,2702152
41997032,65187,6553153
30353562,3144495,7085846
25158389,46115,545571
56274351,410630,1616116
66117144,1514187,150594
51547816,76712,2471348
5786874,1921105,38594
30604047,11126,3098405
1053621,150988,705880
33428010,666547,126226
41393010,56077,3364
18731350,412532,1589275
55368715,288020,48595
7237874,890221,377640
39818636,55021,6710873
36760202,1030196,53755
46824987,47791,571270
10350100,22224,2420307
2762817,487957,8763522
14312455,1599607,8770997
55468142,292599,2673943
41331158,267289,4493733
64280129,1336128,97050
57378462,524650,3487
36407737,2136,4414885
62521117,1143706,47344
84187291,7788872,3617029
38088687,1503968,1849156
63457654,1241480,7496
35846630,495836,8763527
14682233,1149618,4162797
10463426,1875778,1400454
5591248,9306458,6645991
14158777,245477,3551287
49068556,13805,1455821
78160018,4625145,781009
14223296,1496379,2715187
70167936,2251346,2251243
82744321,6879209,3487
74230333,3340536,2694018
44046582,456022,48628
24931297,15744,3049759
47332546,268317,216971
62948662,1190504,1349110
46149213,11749,1512721
19229517,4974612,4974617
35621909,493080,8763529
43601956,71968,6422
62168750,1072824,628991
24567169,92922,3103432
44328203,445062,72361
47491351,47350,2302854
6816354,2108866,4686984
33241096,144528,1951863
971610,149790,534211
27556732,44064,6691061
29170255,16203,16263
67189584,1668175,293438
30695722,2340,1516379
735622,386895,386952
4254035,5442,6768
70021009,2205390,505929
59344800,665723,297181
44658429,1508060,4114793
54931755,264663,264617
43014446,3487,1487692
32380198,72413,5478926
2406864,1066024,1066044
42461170,6952,9352173
58718297,627491,71429
5267295,22328,8765691
85046784,8489392,6623784
76809795,4193113,16242
41067347,47162,1512908
69342723,2047015,1514596
50343640,47329,566414
42048964,65187,55517
45131848,962886,1062373
37120969,3094812,54006
3641200,150985,1393213
21757326,1451410,9653933
4845365,574248,1188700
38042789,242186,442699
1502686,48869,730235
7688209,151016,3109655
6059453,1966010,2253931
22130318,275022,8976494
22871891,504961,8765691
19226345,1761479,58668
43179988,655687,8437556
48890139,11422,85351
5028646,834487,1497910
33809587,148270,8765707
73045840,3051720,6834610
58143897,601969,92861
66872819,1605310,270284
33256221,2016056,448410
1216293,617057,617184
66170295,1515511,200408
76539199,4154755,4503974
31046472,744123,3428267
71854036,2704280,47164
54495216,241203,449047
16444248,62445,645614
44064942,219703,1517311
43730989,3402,3519477
76681148,4188445,4018
68893999,1941121,55035
47736081,1874448,4389237
39515541,37576,676960
66049806,1512141,638412
18892806,96853,7802781
11040620,91696,1541174
74816566,3409175,559384
14308800,3574741,134887
34045842,149914,8765263
12787979,504473,2339976
39011609,1290918,396709
36595888,889135,227067
38076875,5765580,8769228
20003237,302138,8808778
64751600,1414002,1381805
62248012,1085829,1210740
8958913,2518701,4165175
44003173,195729,566773
34284796,7442282,1382794
72352369,2869322,1761847
73926732,3262095,46115
62865625,1177294,264911
14114822,76278,26290
59801504,722989,91954
11536160,549472,85664
13176522,2941786,427258
50575876,53504,628042
73104787,3062453,429245
1740951,861279,8767357
6413548,1431824,8762946
55025379,266928,54889
47064222,48042,4414317
39867338,234702,1759713
73850441,3238408,2821383
33351695,145563,8766692
80277193,5700588,32405
37079211,3213358,1506472
29112002,1149178,8820041
51650679,80606,280514
37444128,4404319,1231288
57813117,564388,534
72126847,2796807,556177
23231367,3574585,10522642
35972974,497309,618191
11833552,482554,4120082
29967462,89068,4178182
37228718,4152619,2306
78313862,4675469,635947
68359076,1850062,132335
416474,49953,645738
23334876,518400,7803580
72919889,3013711,876747
53936767,217616,621111
73315472,3097053,931968
45809492,6578413,921464
53184678,173932,4882463
27285124,1450,1064481
6069116,726245,533454
80822532,5958832,2121273
41638504,955727,43820
19162781,1103026,2522225
49504099,22564,697477
74108337,3310182,200408
39023837,1324891,1502339
9560341,1806612,9611020
84727090,8213200,8121005
84238283,7826936,3371845
76565167,4164079,47604
52080387,97216,4141065
23802028,2662784,3402503
45365206,287875,11513
61469021,995756,422943
24357433,3277,1048181
42236825,16252,927799
62305291,1093994,100906
14430778,287283,257875
18641617,2943352,4846181
2264952,150783,8763537
51496947,72395,6963
82812201,6906856,6702027
46096833,6811,134653
18139958,1108809,5604730
58263764,609347,276662
53412644,195445,48221
55951472,386968,296056
54170009,224155,4018
25052630,259580,6619413
17839430,1100013,1000038
69215674,2005808,154292
70464849,2313823,25659
54007447,218594,383725
47700325,2001501,1511146
44421866,216481,91643
5253782,1804456,8769000
19177000,4971347,7843576
54859657,262226,1443003
54642256,249893,1624934
83125473,7109740,13952
33695291,443205,7408998
42290413,269788,1513571
64452658,1356896,23022
32145585,534,1755164
39561837,267335,1777707
19090339,842971,8776230
51324148,69577,5047268
84398967,7942061,3356265
2890313,22512,8657299
13984977,152809,8771788
22555199,652972,2728
79054389,4986145,1108472
61934632,1047765,3493
41198735,429311,620538
53368842,195081,4018
75614734,3716926,7496
77127715,4233042,174968
14790981,3914078,8766443
71256029,2516185,99155
17613542,517660,1762744
65565835,1501157,212830
37972021,36568,3177794
41472954,119477,1202766
63399565,1234522,16201
69241953,2016207,480291
7204944,2186945,2186983
7681934,62815,5773
70038936,2208078,933925
52358340,111810,429311
10456082,178877,974783
63291669,1226039,99955
4307917,856765,200710
59494995,674455,2323
62557299,1147910,2457982
1103538,253327,8906539
85045619,8488250,6623784
54931973,264684,7496
84157228,7763224,7761041
23446730,4670106,5912740
85249614,8682910,206159
48998841,13119,975364
49573463,25558,5811896
13623053,37497,37496
60654294,905219,752889
15259471,3999070,697977
41838944,933925,284154
29818800,962863,1503100
5838946,105768,9326976
23819936,2401333,4124196
38245949,18097,48544
81279588,6357679,5994113
1116033,591383,8778602
53968080,217859,78539
55468608,292612,292220
5282122,694349,85729
31598016,45563,55282
6335396,35976,22185
24254829,154292,1482775
52315180,107267,199122
21732276,507299,4120289
23598592,5956335,1867461
21298875,4460353,1607099
45106858,54476,3356603
26485297,397157,619357
51886475,91139,6286
53392141,195266,12486
67271011,1682745,132335
67014921,1634442,1632063
33140564,143349,3288530
48206378,573,39146
71979669,2762750,444452
21148467,85999,1158956
23455,13472,7761041
50161159,44191,144977
76684060,4188594,269788
62565500,1148778,429311
84860610,8324815,55567
41670739,71823,195982
16432304,514734,29424
24240686,748198,11118
50342602,47315,13889
75070079,3492505,456022
54373959,234779,56669
41252786,269842,1515087
70806782,2393284,131882
2247060,565372,1029303
78585082,4796861,216898
8027866,394557,214357
62527437,1144480,22877
4674798,499363,8966479
81390064,6461963,5994113
20681869,63711,581577
57988588,584918,53914
8507714,1219055,9082088
36506895,503446,2778893
25081676,71386,1011718
12471432,22645,9817849
33017575,4229004,4019951
16101028,33948,1158587
14837112,431785,1321182
44514446,116621,1676047
54615947,248389,1288056
39809245,296056,433335
39298122,263530,1223078
13727217,3475207,8762956
71502724,2612493,606588
15784831,25659,2767147
18528690,510957,1431331
51548058,76728,76722
19285187,264408,629165
63177171,1214278,56077
40700901,194582,1063528
11853229,482081,265004
47570080,128627,4188990
12788553,1619832,1741439
52548184,119585,119574
60847224,929479,917553
60248115,792692,618837
25658025,68680,1330477
8385240,1048060,8804712
72312946,2855883,2848344
60484169,883611,797152
22373528,5742601,472268
36542852,11142,8223
68520935,1853445,47744
51933664,91838,217846
4262917,187949,1938323
44911588,3321003,11220107
20454752,274594,566340
45489205,2339,3224633
68915518,1946710,108077
32464352,76376,4413234
45604812,13952,1068369
19351606,4982696,10290212
74122641,3316003,2997194
70246025,2269520,2612362
31228957,292862,9359471
80013809,5530984,5527172
69092620,1971888,444250
44571173,1490653,3102797
35535816,3429551,2871897
23616034,1759857,1041681
42120373,3480597,1117760
82441457,6750343,72413
34620067,491394,3288530
43869252,32171,483630
79929601,5493488,15322
14372078,3244894,6039733
54378415,234803,91954
42843504,55567,8408862
46917558,2884788,1439448
35775478,2240622,2143061
25797976,409,1591301
77041563,4222287,16431
61338061,980502,3174444
4899716,300030,1710596
67245868,1679206,32291
32576557,195436,85194
78081194,4580264,2945183
54540028,242478,121193
6857649,487814,8765345
6961133,1079802,9412855
74241798,3343425,259580
56853168,444471,3480597
68024311,1830792,635947
69005172,1956569,71386
69864934,2163320,599191
7944553,496563,6832286
41990305,65187,2025531
20151239,5350127,8620265
73741986,3214434,3214664
24754881,159855,5734080
83685617,7446587,7962570
42510501,288074,5476996
43572503,71968,6523740
55138485,269522,1151089
78405348,4699515,4855795
72861348,3002038,14737
20880042,516824,5415620
56744805,442633,494508
66047983,1512100,6522552
40895835,56668,619468
12209128,480582,5581118
1613769,599183,1214156
81887417,6590326,47575
6853068,851510,16482
40485622,37562,1778267
48061632,4347919,124907
28736802,1693,935207
81140692,6228145,8121005
11002477,113393,794931
45429388,25442,7105535
72944721,3021967,1349110
56301697,412708,429194
46411915,1217956,10643380
59505358,674852,5884647
2127025,78362,1011961
11539653,691368,8908294
47910409,258589,154646
30695252,2340,628908
19888408,668221,4371969
25065518,259580,594550
19717445,509470,174968
32342218,53983,9947384
37018649,217879,1900059
26889386,121193,3279547
31176593,47371,9707590
72550215,2899565,2899546
25633233,291175,564457
49097403,14497,417747
84745482,8231096,1202400
43480287,47604,1529080
56611089,433319,7744
41610797,153379,293284
56709488,440388,216898
76684066,4188594,56669
49782797,32872,33214
21277477,3318949,5950364
24480817,18515,6575036
69064637,1966353,3574
12938866,1051107,92965
45026668,54476,1291387
58898886,630203,4230266
31564418,60395,10764520
83652153,7419736,785942
70266550,2275008,216481
10249918,76464,9658108
15017740,506679,8765676
50219230,45817,11997
55012994,266514,2311
4888997,475911,1955197
5610715,489842,3596227
31247741,47744,5569
74833579,3412675,527326
53822014,215616,217798
13873295,1107495,1753562
39453118,443971,6990
58636862,621843,4573533
68549533,1860101,1424
69392290,2057850,92922
19835229,120426,1341267
66421506,1543162,217798
83932670,7638727,7923547
62320836,1095687,1190802
83442582,7266182,5960692
8495264,492671,16281
25257999,619114,1552238
48968334,12578,848651
45797107,2602009,200082
54107927,221436,48915
62033678,1059787,152143
59129226,652271,2340
72947797,3023029,154292
52818188,134488,17389
23512041,769059,4948092
77606310,4412192,47575
49458078,20746,5662790
22951664,887159,37061
76513914,4147190,3392916
78830995,4892862,96853
64394952,1353415,76652
51323005,69517,3127433
75419014,3603427,4176848
47013265,48042,6625959
24390574,3277,2830712
17568627,1744243,82801
29026805,6656,1513832
4216422,393405,8777303
76326670,4102579,3424574
14297204,1078644,1516411
51213490,65917,150543
33998151,420940,1979832
41330930,267289,5799114
72306228,2851908,2848344
20667837,46697,6877
79799102,5464969,619395
24425971,444123,1455748
54666073,251026,2118795
45145435,58200,2128699
73509340,3140712,195362
79217033,5081022,1349110
77444777,4389296,288074
29350028,117958,1514949
83170163,7133541,3441
3810266,107786,40446
60262586,793205,654908
57786428,561769,425867
67468547,1714446,996380
16821239,419078,17892
30976553,7724,3390441
4701185,108173,8871246
51632239,79997,47344
82443199,6750958,445338
15282940,2944053,1381699
59128254,652247,24286
28395276,32405,6859050
30245554,7075739,8763523
49784503,32914,47164
80867145,5984484,1846453
55739174,355891,105897
78787243,4873496,1494022
71163449,2487716,1228508
49314027,17472,7900486
43776295,3402,8458724
17498120,68451,1031453
24774652,1070436,3011166
10866026,746956,2878094
65609722,1502140,206159
27760836,46381,1366521
46035559,67641,7639346
70520619,2323535,1541999
25126810,940024,386639
19817897,2940303,1321182
2650936,848205,4133490
78525592,4761894,280514
7470434,503262,8763265
62707971,1164481,16270
57798337,562920,425867
37801658,2340690,395829
23631646,1706368,35516
1654286,793057,8962218
10732819,853583,4843621
63166003,1213887,103389
41473813,119477,217492
12992136,508933,952667
67787631,1778966,195167
67765159,1777887,621111
68421202,1851450,5883170
28295978,535483,1052653
49985421,38721,1475875
85154163,8592064,8592013
53703403,207776,1906100
69802685,2142202,54545
71174340,2491426,885351
26190667,44057,274258
40241700,194943,1847019
78998641,4965963,234046
5543948,1843437,8800685
461388,41039,116074
37596723,1314009,5260071
27107204,217798,6535396
80048139,5552589,76652
5566441,853421,225474
45264082,635947,751693
85036927,8479685,6623784
30558175,11126,628360
84480920,7997614,2654849
11923533,293984,6561448
74624873,3386734,16270
66489419,1553196,16201
35977204,2759261,7867619
11944979,844975,162773
19638139,886279,8875823
54669588,251205,219293
11949892,484210,8763465
85155525,8593317,58200
69183332,1995110,693205
26573416,621111,1508057
14870662,3924886,8777526
60411298,847456,550093
7035202,89940,53787
27276903,1450,5334712
16787972,3397726,2525707
14172737,245477,9942173
9406910,577011,2430680
67393736,1704966,212830
15326455,515415,8776338
72059368,2776194,148293
81737833,6561242,447806
58812010,628985,194930
39712705,195220,260795
61124878,950517,4018
9617272,9614561,1213984
75193792,3536053,245477
29028965,6656,289861
41165652,429311,6722996
17854706,1518026,8786251
47214123,54545,1327295
4688728,440695,484184
24434961,18515,568473
8941464,254225,8762942
63733039,1292054,3493
84825688,8297286,547572
33890847,1078752,3437672
33234479,468709,1017807
35201356,1463811,3614062
65287325,1485075,666017
72585552,2905469,4018
17220615,371035,94623
22012187,513875,8783825
72655362,2942840,645019
48285131,1491,242380
7580445,198480,9460026
47227786,630288,3457428
76631520,4183578,234702
68440830,1851757,117986
70067458,2220073,187894
71608246,2645694,4573533
7844827,480704,3371845
65090509,1452967,133331
21363655,3307940,8991628
63980805,1311310,865331
4168588,1541721,1385686
45238916,58317,1173650
50887233,56165,207883
80096524,5580948,2134000
4648559,32459,245486
26951401,53468,55526
19830504,4004503,8827787
7866818,192483,1214839
45249395,635947,2109200
51620649,79709,447806
85115034,8555383,116621
2559181,51985,9050537
19770922,510887,3309532
35912457,2758775,8771912
64090950,1315184,1508060
10772943,485309,9694639
48772954,9377,684458
47974411,103149,7620819
62207395,1074497,3364
83062524,7075772,6923848
2493725,644332,8762950
49878290,36378,460266
27647243,44064,673613
13134950,40560,9865160
43991705,195729,619557
4066302,7051,1499664
56802185,443783,259580
10671092,214477,8765703
36894642,1484619,3801101
38211863,3356265,3377771
70003959,2201132,216829
75776609,3849881,7496
45155976,58200,2865760
48145610,80223,11316467
54802650,259034,2005120
64446146,1355469,3417
9020663,245093,7185541
22097102,516998,3447396
42577488,219293,1734765
64401552,1353565,55511
20610837,34966,8405357
9646166,14754,615764
72939512,3020826,1016556
54682519,251518,1692041
23740504,1463730,9168530
29687223,134618,492006
5098884,152954,1132505
14830892,1746827,8765062
59585739,681279,376472
66660603,1577602,194702
13340481,259989,90182
61662640,1016165,3483836
47799378,13911,15963
29566126,1528486,46566
17181638,885048,8795066
22270707,33975,253493
70891928,2423333,18426
60448083,864544,6919761
15508048,4146934,4147053
73468719,3126451,1901210
885556,449562,2041453
49463712,21198,4827866
62017031,1057229,831098
77367716,4353983,4343637
59461974,673488,56382
18324246,4816354,10222269
5709465,85690,207560
16994293,43558,4525131
251700,96293,8764424
41767940,8528,4830488
43242918,386108,929203
6377763,833857,5978537
26079354,935215,1291358
61813606,1032036,2114632
53300764,193522,646087
73174784,3084796,44057
12725776,874481,9836548
76011960,3951026,2694018
330057,79289,131753
13177290,513427,8793607
74111737,3311561,2041453
56284768,411304,2456131
1342619,649459,8824832
21646425,882222,10431741
46508064,638046,263762
33633805,472433,8762942
53513209,196335,25659
1188431,149768,5015235
19720159,181357,10313206
26816831,91742,2257241
71025724,2458277,7325883
